"","Variable","Unit","Value","Min","Max","isInteger","parscale","distance","MaxAfterDet","MinAfterDet","MinNotDeterminedBorder","MinBorderLogLikeError","MinKickParmsErrorRangeDet","MinBoundByAuthors","MaxNotDeterminedBorder","MaxBorderLogLikeError","MaxKickParmsErrorRangeDet","MaxBoundByAuthors"
"145","Circular Flow.initial firms checking accounts[1]",0,5003.53414951,4979.05973167427,5028.00856734574,FALSE,4.14893562354575,24.474417835735,5028.00856734574,4979.05973167427,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"146","Circular Flow.initial owner savings[1]",0,46357.0465153,46313.5141206975,46400.5789099025,FALSE,6.88513626884388,43.5323946024655,46400.5789099025,46313.5141206975,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"147","Circular Flow.initial worker savings[1]",0,22209.0362704,22175.1176099124,22242.9549308876,FALSE,5.34501006987384,33.918660487554,22242.9549308876,22175.1176099124,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"149","Circular Flow.normal bottom 40 wages[1]",0,0.115583999962909,0.11361943285704,0.117548567068778,FALSE,0.000928065527504363,0.00196456710586938,0.117548567068778,0.11361943285704,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"150","Circular Flow.profit tax rate[1]",0,0.334795866407069,0.33323519558738,0.336356537226758,FALSE,0.000254723240651108,0.0015606708196893,0.336356537226758,0.33323519558738,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"151","Circular Flow.time for bottom 40 to be affected[1]",0,2.71713962769918,1.32785865455045,4.10642060084791,FALSE,0.709299849388303,1.38928097314873,4.10642060084791,1.32785865455045,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"152","Circular Flow.time for inflation to change consumption[1]",1,1,0.981149181013595,1.0188508189864,FALSE,0.00297551671036619,0.0188508189864049,1.0188508189864,0.981149181013595,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"153","Circular Flow.time to consider desired savings[1]",0,2.37308188895326,2.3084553593412,2.43770841856532,FALSE,0.0100966111681612,0.0646265296120556,2.43770841856532,2.3084553593412,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"154","Circular Flow.time to pay out profits[1]",0,2.52172418404836,2.51137680284661,2.53207156525011,FALSE,0.00162134882134028,0.0103473812017536,2.53207156525011,2.51137680284661,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"155","Circular Flow.time to reach savings goal[1]",0,4.98074684444826,4.96149368889652,5,FALSE,0.0106721186939036,0.0192531555517403,5,4.96149368889652,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,TRUE
"156","Circular Flow.wage tax rate[1]",0,0.213245509607868,0.210296388601165,0.216194630614571,FALSE,0.000504835139123959,0.00294912100670339,0.216194630614571,0.210296388601165,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"158","Circular Flow.xmiddle[1]",0,0.7433791877887,0.735865499771385,0.750892875806015,FALSE,0.00254707456438343,0.00751368801731522,0.750892875806015,0.735865499771385,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"159","Circular Flow.xspeed[1]",0,14.6643169927886,13.7044180086308,15.6242159769464,FALSE,0.379825941892744,0.959898984157753,15.6242159769464,13.7044180086308,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"161","Circular Flow.yfrom[1]",0,1.67205935445357,1.57041310311783,1.77370560578932,FALSE,0.03260331077881,0.101646251335745,1.77370560578932,1.57041310311783,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"162","Circular Flow.yto[1]",0,0.579171144362919,0.567161314898949,0.591180973826889,FALSE,0.00689969178077866,0.0120098294639698,0.591180973826889,0.567161314898949,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"163","Employment.average development completion time[1]",0,5,4.74598041815077,5.25401958184923,FALSE,0.0464949717783288,0.254019581849228,5.25401958184923,4.74598041815077,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"164","Employment.fraction of productivity gains translating to firing[1]",0,0.5,0.465542622974242,0.534457377025758,FALSE,0.0053915895370362,0.0344573770257584,0.534457377025758,0.465542622974242,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"165","Employment.hiring to investment ratio[1]",0,0.454718325853551,0.450120510940284,0.459316140766817,FALSE,0.00106304639395256,0.0045978149132665,0.459316140766817,0.450120510940284,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"166","Employment.initial productivity growth[1]",0,0.0258317400509399,0.0255829651593986,0.0260805149424812,FALSE,0.000108062361682263,0.00024877489154131,0.0260805149424812,0.0255829651593986,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"167","Employment.initial unemployment rate[1]",0,0.0614856366954347,0.0604613833109518,0.0625098900799176,FALSE,0.000163718628088755,0.00102425338448286,0.0625098900799176,0.0604613833109518,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"168","Employment.Initial Wage Rate[1]",0,5695.75062986852,5680.61840870503,5710.88285103202,FALSE,2.34464742179656,15.1322211634952,5710.88285103202,5680.61840870503,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"169","Employment.labour force participation fixed[1]",0,63.9386214645122,63.6146931364892,64.2625497925352,FALSE,0.0729289302776286,0.323928328022987,64.2625497925352,63.6146931364892,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"170","Employment.max change in fractional wage growth[1]",0,0.0689877237455,0.0680794782248886,0.0698959692661114,FALSE,0.000737567075267184,0.000908245520611445,0.0698959692661114,0.0680794782248886,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"171","Employment.negotiation effectiveness[1]",0,1,0.643093742182498,1.3569062578175,FALSE,0.083298229321763,0.356906257817502,1.3569062578175,0.643093742182498,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"172","Employment.productivity yield of exploratory investment[1]",0,1.947328313,1.93802894840657,1.95662767759343,FALSE,0.00189285685530754,0.00929936459342628,1.95662767759343,1.93802894840657,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"173","Employment.productivity yield of non bank innovation[1]",0,0.132668695,0.131599600183739,0.133737789816261,FALSE,0.000188139573046854,0.00106909481626055,0.133737789816261,0.131599600183739,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"174","Employment.profit threshold multiplier[1]",0,1,0.768990379747116,1.23100962025288,FALSE,0.0796594132942203,0.231009620252884,1.23100962025288,0.768990379747116,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"175","Employment.rent to investment ratio[1]",0,0.25,0.247571891060089,0.252428108939911,FALSE,0.000397164190442381,0.00242810893991052,0.252428108939911,0.247571891060089,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"176","Employment.sensitivity of firing to profit discrepancy[1]",0,0.5,0.25,0.75,FALSE,0.710092068055852,0.25,0.75,0.25,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"177","Employment.sensitivity of hiring to unemployment rate[1]",0,2.28968050025845,2.26197750411955,2.31738349639735,FALSE,0.00438683813847192,0.0277029961389039,2.31738349639735,2.26197750411955,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"178","Employment.share of employment in agriculture intercept[1]",0,62.901759597299,62.0046080438633,63.7989111507347,FALSE,0.194831313299548,0.897151553435734,63.7989111507347,62.0046080438633,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"180","Employment.share of employment in industry intercept[1]",0,-2.58133183549477,-3.37143499032208,-1.79122868066746,FALSE,0.34023245221975,0.790103154827305,-1.79122868066746,-3.37143499032208,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"181","Employment.share of employment in industry slope[1]",0,2.9310559170307,2.87485943968815,2.98725239437325,FALSE,0.0231584568926191,0.0561964773425543,2.98725239437325,2.87485943968815,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"182","Employment.share of employment in services intercept[1]",0,-30.7387076354652,-31.5076712140075,-29.9697440569229,FALSE,0.198818790572689,0.768963578542262,-29.9697440569229,-31.5076712140075,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"183","Employment.share of employment in services slope[1]",0,7.49845788086441,7.43505085099411,7.56186491073471,FALSE,0.0536467880557084,0.0634070298702953,7.56186491073471,7.43505085099411,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"184","Employment.Temperature effect on high exposure productivity[1]",0,-6.13282138,-7.8233042675737,-4.4423384924263,FALSE,1.50337155641758,1.6904828875737,-4.4423384924263,-7.8233042675737,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"185","Employment.Temperature effect on low exposure productivity[1]",0,-2.08262027,-4.66626864024085,0.501028100240847,FALSE,1.30806162995208,2.58364837024085,0.501028100240847,-4.66626864024085,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"186","Employment.Temperature squared effect on high exposure productivity[1]",0,-1.06197873,-1.5,-0.62395746,FALSE,1.41198034970267,0.43802127,-0.62395746,-1.5,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"187","Employment.Temperature squared effect on low exposure productivity[1]",0,-1.56936859,-2,-1.13873718,FALSE,2.29081943962041,0.43063141,-1.13873718,-2,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"188","Employment.threshold unemployment rate[1]",0,0.0991787525880569,0.0986621583642622,0.0996953468118516,FALSE,8.13197369601559e-05,0.000516594223794714,0.0996953468118516,0.0986621583642622,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"189","Employment.time for defaults to affect firing[1]",0,1,0.5,1.5,FALSE,0.0901868733402116,0.5,1.5,0.5,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,TRUE
"191","Employment.time seeking employees[1]",0,1.41675579163574,1.39064721098917,1.44286437228231,FALSE,0.0243735378698169,0.0261085806465655,1.44286437228231,1.39064721098917,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"192","Employment.time to fire from missed profits[1]",0,1,0.5,1.5,FALSE,1.0738270487962,0.5,1.5,0.5,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,TRUE
"193","Employment.Urgency with which wage growth is demanded[1]",0,2,1,3,FALSE,0.153491043732724,1,3,1,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,TRUE
"194","Employment.wage adjustment negotiation time[1]",0,1.999714633,1,2.999429266,FALSE,0.239658173824241,0.999714633,2.999429266,1,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"195","Finance.average time private refinances debt[1]",0,3,2.77213271826156,3.22786728173844,FALSE,0.0468892614965144,0.227867281738436,3.22786728173844,2.77213271826156,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"196","Finance.bank desired asset to liability ratio[1]",0,1.1,1.09907738804897,1.10092261195103,FALSE,0.000934367692332294,0.000922611951034824,1.10092261195103,1.09907738804897,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"197","Finance.bank reference formation time[1]",0,80,66.4648888812186,93.5351111187814,FALSE,2.9468550190259,13.5351111187814,93.5351111187814,66.4648888812186,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"198","Finance.effect of default rate on lending standards curvature[1]",0,4.00407024369583,3.91212779788941,4.09601268950225,FALSE,0.0167575644906534,0.0919424458064162,4.09601268950225,3.91212779788941,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"199","Finance.effect of default rate on lending standards range[1]",0,1.94742064616041,1.92314925245837,1.97169203986245,FALSE,0.00420366252423439,0.0242713937020445,1.97169203986245,1.92314925245837,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"200","Finance.effect of lending standards on failure rate curvature[1]",0,5.91542891023683,5.67698542173087,6.15387239874279,FALSE,0.0415902137070398,0.238443488505962,6.15387239874279,5.67698542173087,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"201","Finance.effect of lending standards on failure rate range[1]",0,2.95036620976155,2.83630757648177,3.06442484304133,FALSE,0.019830270709651,0.114058633279775,3.06442484304133,2.83630757648177,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"202","Finance.elasticity of bankruptcy rate on risk premium[1]",0,2.96025826515849,2.85924493454089,3.06127159577609,FALSE,0.023912233810472,0.101013330617604,3.06127159577609,2.85924493454089,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"203","Finance.elasticity of desired bank growth rate to changes in lending standards[1]",0,2.98312748185925,2.91319730952879,3.05305765418971,FALSE,0.0170020872341489,0.0699301723304648,3.05305765418971,2.91319730952879,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"204","Finance.equity gap above min effect[1]",0,0.433728485607813,0.375520122109523,0.491936849106104,FALSE,0.0233915690398996,0.0582083634982905,0.491936849106104,0.375520122109523,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"205","Finance.equity gap below max effect[1]",0,3.10546015389887,2.4092215833436,3.80169872445414,FALSE,0.1261927433113,0.696238570555275,3.80169872445414,2.4092215833436,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"206","Finance.equity gap effect max x magnitude[1]",0,0.169777247127836,0.151893456834029,0.187661037421643,FALSE,0.00522707444143392,0.0178837902938074,0.187661037421643,0.151893456834029,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"207","Finance.equity ratio gap effect above exponent[1]",0,-1.13226853323907,-1.26453706647814,-1,FALSE,0.0733668070193098,0.13226853323907,-1,-1.26453706647814,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,TRUE
"208","Finance.equity ratio gap effect below exponent[1]",0,1.07079537366798,1,1.14159074733596,FALSE,0.099790774584712,0.0707953736679801,1.14159074733596,1,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"209","Finance.exploration effect midpoint[1]",0,1.21134805959858,1.20544795764772,1.21724816154944,FALSE,0.00105421556126082,0.00590010195086488,1.21724816154944,1.20544795764772,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"210","Finance.exploratory premium[1]",0,2,2,2,FALSE,0.101614002375277,0,2,2,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"211","Finance.exponential effect of interest on defaults[1]",0,9.049245183,8.71813964455181,9.38035072144819,FALSE,0.101623395218583,0.331105538448194,9.38035072144819,8.71813964455181,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"212","Finance.failure rate floor[1]",0,0.002,0.00126293172067102,0.00273706827932898,FALSE,0.000705543533755729,0.000737068279328981,0.00273706827932898,0.00126293172067102,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"214","Finance.initial annual bank negative profit fractional growth[1]",0,0.14,0.05,0.23,FALSE,0.0216744306619764,0.09,0.23,0.05,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"215","Finance.initial bad loans[1]",0,202.031071557794,200.716496367955,203.345646747633,FALSE,1.21912173187886,1.31457518983854,203.345646747633,200.716496367955,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"216","Finance.initial bank investment growth rate[1]",0,0.0836275699207085,0.0833525238628931,0.0839026159785239,FALSE,0.000273423784482871,0.00027504605781542,0.0839026159785239,0.0833525238628931,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"217","Finance.initial fraction of safe loans financing innovation[1]",0,0.03,0.0271425004632754,0.0328574995367246,FALSE,0.000416259996570707,0.00285749953672455,0.0328574995367246,0.0271425004632754,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"218","Finance.initial fraction of safe loans that are exploratory[1]",0,0.02,0.0170504802078137,0.0229495197921863,FALSE,0.000538530119662256,0.00294951979218634,0.0229495197921863,0.0170504802078137,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"219","Finance.initial good loans[1]",0,8240.06768880644,8193.95679492978,8286.17858268311,FALSE,38.2772261099101,46.1108938766647,8286.17858268311,8193.95679492978,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"220","Finance.initial net bank asset fractional growth[1]",0,0.155,0.154152715409392,0.155847284590608,FALSE,0.000137686066524377,0.000847284590607594,0.155847284590608,0.154152715409392,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"221","Finance.initial non energy bank investment[1]",0,3000,2989.47614542981,3010.52385457019,FALSE,1.87243374246007,10.5238545701945,3010.52385457019,2989.47614542981,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"222","Finance.initial risk premium[1]",0,0.0284093110372649,0.0273177256577877,0.0295008964167421,FALSE,0.000589516107207442,0.00109158537947719,0.0295008964167421,0.0273177256577877,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"223","Finance.Initial safe assets[1]",0,72569.1999314293,72508.6425266593,72629.7573361993,FALSE,9.87103313499256,60.5574047699629,72629.7573361993,72508.6425266593,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"224","Finance.loan maturation time[1]",0,11.560506434293,9,13,FALSE,0.138749325524855,1.439493565707,13,9,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
"225","Finance.max change in failure rate[1]",0,0.0758533243476001,0.0729208997307305,0.0787857489644697,FALSE,0.000509605043616488,0.0029324246168696,0.0787857489644697,0.0729208997307305,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"226","Finance.max change in lending standards[1]",0,0.227265506831574,0.224433016274451,0.230097997388697,FALSE,0.000495507947099254,0.00283249055712337,0.230097997388697,0.224433016274451,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"227","Finance.max risk premium increase rate[1]",0,0.015,0.0146468451677609,0.0153531548322391,FALSE,7.61539100560418e-05,0.000353154832239064,0.0153531548322391,0.0146468451677609,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"230","Finance.normal bank profit payment fraction[1]",0,1,0.993184306733975,1.00681569326602,FALSE,0.0012266413529732,0.0068156932660246,1.00681569326602,0.993184306733975,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"231","Finance.normal exploration rate[1]",0,0.0369117820963221,0.0367328676526228,0.0370906965400214,FALSE,3.58948042383882e-05,0.000178914443699267,0.0370906965400214,0.0367328676526228,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"232","Finance.normal failure rate[1]",0,0.0366772752025615,0.03,0.045,FALSE,8.24225014256379e-05,0.0066772752025615,0.045,0.03,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
"233","Finance.normal growth rate of GDP growth rate[1]",0,1,0.826278360058118,1.17372163994188,FALSE,0.0342717968339469,0.173721639941882,1.17372163994188,0.826278360058118,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"234","Finance.normal rate of converting safe loans to safe loans for financing innovation[1]",0,0.03,0.0294908270947162,0.0305091729052838,FALSE,9.2106030223837e-05,0.000509172905283819,0.0305091729052838,0.0294908270947162,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"235","Finance.renegotiation time[1]",0,1,1,1,FALSE,0.00509800246867718,0,1,1,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"236","Finance.reporting delay[1]",0,0.475468387137114,0.41,0.55,FALSE,0.00595154060047506,0.065468387137114,0.55,0.41,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
"237","Finance.safe asset default rate threshold[1]",0,0.015,0.0147879544853891,0.0152120455146109,FALSE,0.000290139544777191,0.000212045514610855,0.0152120455146109,0.0147879544853891,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"238","Finance.scale of exploratory loan failure[1]",0,7.50780807793014,6.01561615586028,9,FALSE,0.25484041576269,1.49219192206986,9,6.01561615586028,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,TRUE
"239","Finance.sensitivity of bank exploration to profit decline[1]",0,0.501962557,0.484722748887711,0.519202365112289,FALSE,0.00433102145664825,0.0172398081122885,0.519202365112289,0.484722748887711,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"240","Finance.sensitivity of bank profit payment to net asset growth[1]",0,1.1,1.09250273739983,1.10749726260017,FALSE,0.0013483773844039,0.0074972626001657,1.10749726260017,1.09250273739983,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"241","Finance.sensitivity of defaults to changes in risky interest[1]",0,11.89928999,11.4358756127608,12.3627043672392,FALSE,0.104892082856581,0.463414377239246,12.3627043672392,11.4358756127608,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"242","Finance.sensitivity of effect of safe default rate on lending standards[1]",0,0.150971040563369,0.146085702963954,0.155856378162783,FALSE,0.000738988513741936,0.00488533759941451,0.155856378162783,0.146085702963954,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"243","Finance.sensitivity of effect of sta on failure rate[1]",0,0.566684064319974,0.35,0.85,FALSE,0.00836078519947015,0.216684064319974,0.85,0.35,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE
"244","Finance.sensitivity of effect of stranded energy capital on other assets[1]",0,2.15638540234467,1,3.31277080468934,FALSE,1.33298430686498,1.15638540234467,3.31277080468934,1,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"245","Finance.sensitivity of exploratory loan failure to GDP growth[1]",0,1.04850929725399,1.008359797147,1.08865879736098,FALSE,0.00709800850462904,0.0401495001069949,1.08865879736098,1.008359797147,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"246","Finance.sensitivity of failure rate to investment to gdp ratio[1]",0,0.170408256374284,0.142502481608781,0.198314031139787,FALSE,0.0069447873633251,0.0279057747655034,0.198314031139787,0.142502481608781,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"247","Finance.sensitivity of investment and GDP difference[1]",0,2.217074111,2.15705546302015,2.27709275897985,FALSE,0.0164963584490872,0.0600186479798452,2.27709275897985,2.15705546302015,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"249","Finance.time for safe loans that will fail to actually fail[1]",0,13.751943326343,13.5271827252498,13.9767039274362,FALSE,0.0443432654956951,0.224760601093244,13.9767039274362,13.5271827252498,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"250","Finance.time to change lending standards[1]",0,1.14041208323877,1.11887190928726,1.16195225719028,FALSE,0.00633404108760208,0.0215401739515051,1.16195225719028,1.11887190928726,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"253","Finance.tolerance of the cap on indicated risk premium[1]",0,0.01,0.005,0.015,FALSE,0.00341915168405376,0.005,0.015,0.005,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,TRUE
"254","GDP.initial nominal GDP growth rate[1]",0,0.0414868952469566,0.0388099831888807,0.0441638073050325,FALSE,0.000763798792993758,0.00267691205807588,0.0441638073050325,0.0388099831888807,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"255","GDP.initial real GDP growth rate[1]",0,0.0236863127624338,0.00675275239976472,0.0406198731251029,FALSE,0.00288112809849724,0.0169335603626691,0.0406198731251029,0.00675275239976472,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"256","Government.average time government refinances debt[1]",0,7,5.97748867243552,8.02251132756448,FALSE,0.152234559657865,1.02251132756448,8.02251132756448,5.97748867243552,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"257","Government.averaging time to adjust tax based on income[1]",0,2.28422196055125,2.21896911831784,2.34947480278466,FALSE,0.0123329708310464,0.0652528422334053,2.34947480278466,2.21896911831784,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"259","Government.baseline interest[1]",0,0.02,0.0194658210226787,0.0205341789773213,FALSE,8.57594918694923e-05,0.0005341789773213,0.0205341789773213,0.0194658210226787,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"260","Government.central bank adjustment time[1]",0,1.5,1.30491943115675,1.69508056884325,FALSE,0.0286294688040297,0.195080568843253,1.69508056884325,1.30491943115675,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"261","Government.central bank interest rate reactivity[1]",0,1,0.936014282433305,1.06398571756669,FALSE,0.0117042563060089,0.0639857175666947,1.06398571756669,0.936014282433305,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"265","Government.fraction of wages as child transfer payments[1]",0,0.0824119478469878,0.0785325707691244,0.0862913249248512,FALSE,0.000741489747750124,0.00387937707786344,0.0862913249248512,0.0785325707691244,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"266","Government.fraction of wages as pension[1]",0,0.374566700660406,0.335957263187196,0.413176138133616,FALSE,0.00819526054682422,0.0386094374732103,0.413176138133616,0.335957263187196,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"267","Government.fraction of wages as unemployment payments[1]",0,0.249829592285828,0.175794470373874,0.323864714197782,FALSE,0.0162132182215351,0.0740351219119544,0.323864714197782,0.175794470373874,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"269","Government.inflation weight[1]",0,1.33,1.26,1.4,FALSE,0.0414149386767394,0.0699999999999998,1.4,1.26,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,TRUE
"270","Government.initial government debt[1]",0,9712.9001009413,8395.45547151216,11030.3447303704,FALSE,283.947709838305,1317.44462942914,11030.3447303704,8395.45547151216,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"271","Government.initial measured GDP[1]",0,20970.4,20000,21940.8,FALSE,5401.50207490412,970.400000000001,21940.8,20000,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE
"272","Government.initial safe interest[1]",0,0.038554397007985,0.0384052795248661,0.0387035144911039,FALSE,2.44089135894065e-05,0.000149117483118945,0.0387035144911039,0.0384052795248661,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"273","Government.initial smoothed total public tax income[1]",0,2635.2,2584.3672639731,2686.0327360269,FALSE,19.6091958832346,50.8327360268954,2686.0327360269,2584.3672639731,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"274","Government.maximum effect of debt to GDP ratio on government spending[1]",0,1.24457793533462,1.2372190754226,1.25193679524664,FALSE,0.00159757781017266,0.0073588599120249,1.25193679524664,1.2372190754226,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"275","Government.normal share of public expenditure available for investment and consumption to consumption[1]",0,0.834964400848686,0.82792975057835,0.841999051119022,FALSE,0.00120875806755286,0.00703465027033578,0.841999051119022,0.82792975057835,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
"276","Government.sensitivity of banks gov debt risk perception[1]",0,0.1,0.05,0.15,FALSE,0.140520787135115,0.05,0.15,0.05,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,TRUE
"277","Government.sensitivity of STA on public consumption[1]",0,0.0705869015143734,0.0543050062148819,0.0868687968138649,FALSE,0.00489016371142791,0.0162818952994915,0.0868687968138649,0.0543050062148819,TRUE,NA,FALSE,FALSE,TRUE,NA,FALSE,FALSE
